churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
1,21.4,72.65,3,1,1,0.92,month-to-month,fiber,electronic_check,basic,past
0,9.5,47.27,3,1,2,2.21,month-to-month,fiber,electronic_check,plus,past
0,12.6,106.33,3,2,2,2.81,month-to-month,dsl,electronic_check,basic,past
1,1.5,59.69,3,1,0,2.46,one-year,fiber,credit_card,plus,past
1,18.7,116.5,2,2,1,0.17,month-to-month,dsl,bank_transfer,basic,past
0,39.2,63.7,3,2,0,2.41,month-to-month,dsl,electronic_check,basic,never
0,5.5,53.21,1,1,0,3.86,one-year,dsl,bank_transfer,plus,past
1,2.1,63.82,3,3,0,1.33,one-year,fiber,electronic_check,basic,never
1,14.8,111.22,1,3,1,4.05,month-to-month,fiber,credit_card,basic,never
0,22.4,79.93,2,1,0,2.76,one-year,none,credit_card,basic,never
0,18.8,99.46,2,2,2,5.23,month-to-month,fiber,electronic_check,premium,current
0,0.3,106.96,2,3,0,0.76,one-year,dsl,credit_card,basic,never
0,17.5,44.86,3,3,1,1.78,month-to-month,fiber,credit_card,basic,current
0,17.0,75.26,2,0,2,0.68,month-to-month,fiber,credit_card,plus,current
0,44.8,99.19,1,1,0,2.3,one-year,dsl,bank_transfer,basic,never
0,5.5,54.67,2,1,0,2.97,one-year,dsl,bank_transfer,basic,never
0,2.0,63.39,2,1,2,2.2,one-year,dsl,bank_transfer,basic,past
0,0.9,50.0,2,5,1,2.26,two-year,fiber,electronic_check,basic,never
0,11.6,33.85,1,2,0,1.42,month-to-month,dsl,credit_card,basic,never
0,2.1,98.05,2,1,1,3.0,month-to-month,dsl,bank_transfer,basic,never
0,26.3,10.0,2,1,1,3.19,month-to-month,fiber,bank_transfer,plus,past
1,7.5,48.78,2,2,2,3.11,month-to-month,fiber,electronic_check,basic,never
0,28.1,91.09,1,3,0,1.74,month-to-month,fiber,credit_card,basic,current
0,19.3,51.56,3,4,2,1.99,month-to-month,fiber,bank_transfer,plus,never
1,8.6,104.57,1,3,0,3.6,month-to-month,fiber,bank_transfer,basic,never
0,1.4,84.63,2,1,2,3.31,month-to-month,fiber,bank_transfer,basic,past
0,52.6,50.96,2,1,1,3.67,month-to-month,fiber,bank_transfer,basic,past
0,15.7,73.63,2,3,1,2.64,month-to-month,fiber,bank_transfer,plus,past
0,6.9,42.9,2,3,0,2.12,month-to-month,fiber,bank_transfer,basic,past
0,16.0,45.32,1,2,1,2.93,month-to-month,none,electronic_check,plus,never
0,33.1,79.33,1,1,0,2.32,two-year,none,electronic_check,basic,past
1,14.5,99.82,1,2,1,1.72,month-to-month,dsl,electronic_check,basic,past
0,50.3,25.71,2,3,0,2.25,one-year,fiber,electronic_check,basic,past
0,13.0,79.77,3,2,2,1.79,one-year,fiber,bank_transfer,basic,never
0,53.0,10.0,2,2,1,2.8,month-to-month,fiber,bank_transfer,basic,past
1,2.2,69.88,1,1,2,0.64,month-to-month,none,electronic_check,basic,current
0,14.5,69.1,2,3,1,2.32,two-year,dsl,electronic_check,basic,past
0,24.4,63.04,2,3,0,1.17,month-to-month,dsl,electronic_check,basic,past
0,44.3,74.14,1,2,0,2.42,one-year,fiber,credit_card,plus,never
1,13.3,59.68,2,2,0,2.78,one-year,none,electronic_check,basic,never
1,12.6,91.91,2,3,2,3.52,month-to-month,none,electronic_check,basic,past
0,4.5,35.77,2,3,1,0.62,two-year,dsl,credit_card,premium,never
0,25.2,77.79,2,4,0,1.76,one-year,dsl,bank_transfer,basic,never
0,13.8,61.23,1,4,1,3.53,month-to-month,none,electronic_check,basic,past
0,5.7,83.35,2,1,1,0.6,one-year,fiber,credit_card,basic,never
1,23.8,93.13,2,1,0,3.11,month-to-month,fiber,bank_transfer,basic,current
0,14.1,82.92,2,1,0,0.21,one-year,dsl,bank_transfer,plus,never
0,33.4,68.29,1,0,0,1.56,month-to-month,none,electronic_check,plus,never
0,30.1,72.47,2,2,1,5.25,two-year,fiber,credit_card,basic,current
0,3.3,50.03,2,1,0,3.19,month-to-month,fiber,electronic_check,basic,past
0,33.9,60.81,0,4,0,1.51,month-to-month,none,electronic_check,basic,never
0,7.3,42.31,2,2,0,1.37,month-to-month,fiber,electronic_check,premium,past
1,1.0,65.71,4,2,0,1.07,two-year,fiber,credit_card,basic,current
0,7.0,63.43,1,0,0,5.21,one-year,fiber,electronic_check,plus,past
0,1.7,69.61,1,0,0,2.46,month-to-month,fiber,electronic_check,plus,never
1,1.3,77.6,3,2,0,1.46,month-to-month,fiber,credit_card,premium,past
0,18.7,97.15,2,2,1,1.42,month-to-month,dsl,bank_transfer,basic,current
0,41.4,54.56,2,1,0,0.62,two-year,dsl,electronic_check,basic,current
0,19.2,103.54,3,2,0,2.52,month-to-month,fiber,credit_card,basic,current
0,0.3,82.57,4,1,0,0.0,two-year,dsl,credit_card,plus,past
0,7.0,27.63,2,3,1,2.11,two-year,fiber,credit_card,basic,never
0,10.4,62.23,1,2,1,2.51,month-to-month,fiber,bank_transfer,plus,never
0,24.0,45.94,2,5,0,2.81,month-to-month,fiber,bank_transfer,basic,never
0,12.1,91.87,3,2,0,1.02,month-to-month,dsl,credit_card,basic,never
0,21.3,50.91,3,1,1,0.78,one-year,dsl,electronic_check,basic,past
0,7.5,65.17,2,3,0,2.24,two-year,dsl,bank_transfer,basic,past
0,8.3,100.69,2,2,0,0.4,two-year,dsl,electronic_check,plus,never
0,7.7,47.0,0,2,0,2.26,month-to-month,none,electronic_check,basic,never
0,41.5,32.88,2,2,0,2.86,month-to-month,dsl,credit_card,basic,current
0,5.5,71.12,1,1,0,2.16,month-to-month,dsl,credit_card,premium,never
0,54.8,94.87,2,4,0,3.07,month-to-month,fiber,bank_transfer,basic,past
0,9.2,49.52,1,2,1,2.15,one-year,none,electronic_check,premium,current
0,19.3,96.11,3,3,1,1.93,month-to-month,dsl,credit_card,basic,current
0,2.2,25.65,1,3,1,1.57,one-year,fiber,electronic_check,plus,never
0,6.4,62.89,2,5,0,2.73,two-year,dsl,credit_card,basic,past
0,1.0,132.62,0,5,0,2.98,two-year,none,electronic_check,basic,never
0,1.8,63.38,2,0,2,3.77,two-year,fiber,electronic_check,plus,never
0,37.9,70.3,3,2,1,3.48,two-year,dsl,electronic_check,basic,past
0,1.5,64.89,1,1,1,0.68,two-year,dsl,electronic_check,basic,current
1,0.1,105.19,2,0,0,2.13,month-to-month,dsl,electronic_check,plus,never
0,9.9,37.41,2,3,0,2.44,two-year,dsl,electronic_check,premium,past
0,16.7,41.75,2,3,1,4.13,month-to-month,fiber,electronic_check,basic,past
0,72.0,68.87,2,2,0,1.28,month-to-month,fiber,electronic_check,basic,never
0,4.7,85.53,2,1,1,2.76,month-to-month,fiber,bank_transfer,premium,never
1,6.7,31.1,1,1,2,3.86,two-year,none,electronic_check,basic,current
0,23.9,51.47,1,5,1,1.36,month-to-month,fiber,electronic_check,premium,current
0,19.8,66.91,2,5,0,2.25,month-to-month,dsl,bank_transfer,basic,past
0,10.1,66.45,2,1,0,2.83,month-to-month,fiber,credit_card,plus,never
0,36.1,62.02,1,5,1,4.01,two-year,fiber,electronic_check,basic,never
0,11.1,78.3,1,2,0,0.89,one-year,dsl,bank_transfer,basic,past
0,5.9,16.36,3,1,0,1.67,month-to-month,fiber,credit_card,plus,never
1,72.0,79.32,1,5,1,2.35,month-to-month,fiber,electronic_check,basic,past
0,6.8,50.56,2,3,1,0.67,month-to-month,dsl,electronic_check,basic,never
1,27.7,78.69,2,3,0,2.61,month-to-month,dsl,credit_card,basic,past
1,7.1,29.99,1,3,0,3.53,month-to-month,none,electronic_check,basic,past
1,43.3,89.47,4,1,0,4.73,month-to-month,fiber,electronic_check,plus,past
0,25.2,34.86,2,4,0,4.25,month-to-month,fiber,credit_card,basic,current
0,7.5,51.01,3,1,1,2.72,two-year,dsl,credit_card,plus,never
0,17.0,79.11,3,2,1,1.31,one-year,fiber,electronic_check,premium,current
0,29.3,76.79,2,4,0,1.15,month-to-month,fiber,credit_card,basic,past
0,36.8,20.41,2,3,0,0.6,month-to-month,fiber,bank_transfer,basic,past
0,25.5,31.45,2,2,0,2.62,month-to-month,none,credit_card,basic,never
0,1.9,69.22,2,3,0,0.19,one-year,dsl,electronic_check,basic,past
0,20.9,67.54,1,4,1,1.65,month-to-month,fiber,electronic_check,basic,never
0,1.9,104.0,3,5,2,2.7,month-to-month,dsl,credit_card,basic,current
0,2.2,84.91,3,2,0,1.91,month-to-month,dsl,bank_transfer,plus,past
0,7.6,95.56,1,1,1,1.23,month-to-month,none,credit_card,basic,current
0,11.5,18.6,3,3,1,1.18,two-year,fiber,electronic_check,basic,never
1,4.7,41.74,2,1,2,2.22,one-year,fiber,electronic_check,basic,never
1,2.1,97.29,1,4,0,1.75,month-to-month,dsl,electronic_check,basic,current
0,2.8,67.73,2,3,1,3.08,one-year,dsl,credit_card,basic,never
0,4.6,65.71,2,2,0,2.66,month-to-month,fiber,bank_transfer,basic,never
1,19.1,69.12,4,0,0,3.71,month-to-month,fiber,credit_card,plus,past
1,2.0,105.67,2,2,0,1.35,month-to-month,dsl,electronic_check,basic,past
1,0.9,89.14,1,3,1,1.77,month-to-month,dsl,credit_card,premium,never
0,21.7,57.89,3,1,0,1.53,two-year,fiber,electronic_check,basic,past
0,1.4,75.5,1,5,1,2.71,one-year,none,electronic_check,basic,current
0,3.7,115.93,1,1,2,2.0,one-year,none,bank_transfer,plus,never
0,20.2,88.58,1,5,0,1.91,month-to-month,fiber,electronic_check,basic,past
0,18.3,70.22,2,2,1,2.95,month-to-month,dsl,bank_transfer,plus,current
0,2.1,42.71,1,3,1,3.19,month-to-month,none,electronic_check,basic,current
1,0.9,99.78,2,2,0,1.45,month-to-month,fiber,electronic_check,basic,past
0,17.6,70.4,3,3,1,4.24,month-to-month,fiber,credit_card,plus,never
1,0.2,62.78,2,1,0,1.42,month-to-month,fiber,credit_card,basic,never
0,17.2,73.68,3,5,0,2.57,month-to-month,fiber,electronic_check,basic,never
0,3.4,61.94,0,2,1,3.24,one-year,none,credit_card,basic,never
0,0.2,75.27,2,4,1,1.95,one-year,dsl,electronic_check,basic,past
0,3.9,107.37,3,2,1,2.79,one-year,dsl,credit_card,basic,current
0,5.0,13.16,3,1,1,2.55,month-to-month,dsl,credit_card,basic,current
0,16.2,55.19,2,3,0,2.58,month-to-month,fiber,electronic_check,plus,never
0,37.7,55.35,3,4,0,0.42,month-to-month,dsl,bank_transfer,plus,never
0,15.5,33.54,2,0,1,2.14,month-to-month,fiber,credit_card,plus,past
0,22.2,35.42,2,3,0,2.72,month-to-month,fiber,bank_transfer,basic,never
0,4.8,59.96,2,3,0,3.85,two-year,dsl,electronic_check,basic,past
0,36.3,41.37,1,1,0,2.86,two-year,dsl,credit_card,basic,never
0,4.8,63.17,1,2,0,4.77,month-to-month,fiber,electronic_check,basic,past
0,2.0,70.41,3,3,2,3.09,month-to-month,dsl,bank_transfer,basic,never
0,5.1,56.88,1,1,1,1.03,two-year,dsl,credit_card,plus,current
0,24.5,64.73,3,1,0,1.28,month-to-month,dsl,credit_card,basic,past
0,26.5,91.09,3,1,1,1.45,month-to-month,fiber,electronic_check,basic,never
0,2.6,61.76,1,0,1,1.85,month-to-month,fiber,bank_transfer,plus,never
0,12.9,33.98,3,4,0,3.25,month-to-month,dsl,bank_transfer,basic,past
0,8.0,54.22,2,1,0,2.21,month-to-month,dsl,credit_card,plus,current
0,1.8,78.67,3,3,0,2.15,one-year,dsl,bank_transfer,basic,current
0,3.0,97.46,2,2,0,4.52,month-to-month,fiber,electronic_check,basic,past
0,52.8,41.94,2,2,0,0.95,one-year,fiber,electronic_check,basic,past
0,26.0,60.22,2,1,0,0.42,month-to-month,none,electronic_check,plus,current
0,8.7,80.92,2,2,0,3.86,month-to-month,fiber,credit_card,premium,never
0,5.3,63.14,2,3,0,1.93,two-year,fiber,bank_transfer,basic,current
1,9.7,66.95,3,1,0,1.57,month-to-month,fiber,electronic_check,plus,past
1,61.5,107.31,2,1,2,3.28,month-to-month,fiber,credit_card,plus,never
0,3.7,74.63,1,2,1,3.0,one-year,dsl,bank_transfer,premium,past
0,5.2,86.38,2,1,0,2.78,month-to-month,dsl,electronic_check,plus,past
0,29.8,55.64,2,1,0,0.6,two-year,fiber,bank_transfer,basic,past
0,7.6,59.14,2,2,0,2.49,month-to-month,dsl,bank_transfer,basic,past
0,17.9,55.67,2,1,1,2.09,month-to-month,fiber,electronic_check,plus,never
1,6.7,99.26,3,0,1,4.21,two-year,fiber,electronic_check,premium,never
1,5.1,94.92,3,3,3,3.28,month-to-month,fiber,bank_transfer,basic,past
0,5.3,76.92,2,3,2,3.9,two-year,dsl,credit_card,premium,never
1,72.0,110.72,1,3,1,1.05,month-to-month,fiber,bank_transfer,basic,never
0,7.7,62.46,3,1,1,4.87,month-to-month,fiber,credit_card,basic,never
1,24.1,123.49,1,4,0,0.83,month-to-month,none,bank_transfer,basic,never
0,10.6,39.56,1,0,0,1.28,month-to-month,none,electronic_check,premium,past
0,18.3,25.57,3,1,1,2.75,month-to-month,fiber,electronic_check,plus,current
0,19.1,67.16,2,3,0,0.86,month-to-month,dsl,bank_transfer,basic,never
0,11.9,81.77,1,3,2,3.82,month-to-month,fiber,electronic_check,basic,current
0,4.8,110.77,4,2,0,0.0,two-year,dsl,credit_card,basic,current
0,1.5,85.14,2,1,0,2.1,two-year,fiber,bank_transfer,basic,current
0,0.8,55.18,0,4,0,1.83,month-to-month,none,electronic_check,basic,past
0,1.9,102.74,2,4,1,1.11,two-year,dsl,credit_card,basic,never
0,21.3,49.79,4,3,1,2.74,two-year,fiber,electronic_check,basic,past
0,11.5,57.5,3,1,1,2.0,month-to-month,fiber,electronic_check,plus,past
1,8.7,34.04,1,2,1,2.83,month-to-month,none,electronic_check,basic,past
0,16.9,32.62,2,2,1,3.56,month-to-month,dsl,electronic_check,basic,past
1,8.3,60.2,2,4,1,2.42,month-to-month,fiber,electronic_check,basic,past
0,16.5,51.57,3,3,0,0.74,month-to-month,dsl,electronic_check,premium,past
0,6.3,85.32,2,4,2,1.09,two-year,none,electronic_check,basic,never
0,11.9,96.59,2,2,1,2.91,two-year,dsl,electronic_check,basic,never
0,10.6,76.8,2,0,0,3.3,month-to-month,dsl,bank_transfer,plus,past
0,7.4,47.52,2,3,0,2.49,month-to-month,dsl,bank_transfer,plus,past
0,0.2,75.48,2,0,1,1.11,one-year,dsl,credit_card,premium,past
0,8.6,93.89,2,1,0,3.56,two-year,dsl,electronic_check,plus,past
1,27.3,67.22,2,5,1,3.34,month-to-month,fiber,bank_transfer,basic,past
0,10.6,38.49,2,3,0,1.66,month-to-month,none,bank_transfer,basic,never
0,43.3,59.0,1,3,1,0.77,month-to-month,dsl,credit_card,basic,past
0,20.9,45.16,3,1,1,2.93,month-to-month,dsl,bank_transfer,basic,past
0,1.1,63.9,2,1,1,1.77,month-to-month,fiber,electronic_check,basic,never
1,20.3,69.9,2,1,0,4.26,month-to-month,fiber,bank_transfer,plus,current
0,14.8,25.43,2,3,0,5.51,month-to-month,fiber,bank_transfer,basic,past
0,13.8,71.68,3,2,0,0.74,month-to-month,fiber,electronic_check,basic,never
0,0.7,102.67,1,2,0,1.04,one-year,fiber,bank_transfer,basic,never
0,3.3,43.55,1,3,0,0.7,month-to-month,none,bank_transfer,basic,past
0,6.1,88.83,0,3,0,1.75,two-year,none,credit_card,plus,past
0,9.7,69.91,2,0,1,2.87,one-year,fiber,electronic_check,plus,never
0,11.2,57.38,4,4,0,0.45,one-year,dsl,electronic_check,basic,never
0,15.2,86.53,2,2,0,1.97,two-year,fiber,electronic_check,plus,past
0,30.3,63.77,2,0,0,2.67,month-to-month,fiber,credit_card,plus,current
1,2.6,77.05,3,4,1,1.14,month-to-month,fiber,electronic_check,basic,past
0,4.5,87.37,3,2,0,1.84,two-year,none,credit_card,basic,never
0,34.7,49.34,0,1,0,1.89,two-year,none,electronic_check,plus,past
1,26.8,93.51,2,2,1,3.12,month-to-month,dsl,bank_transfer,basic,current
0,25.9,58.08,2,0,1,1.78,one-year,fiber,electronic_check,plus,current
0,26.0,72.33,2,1,1,2.68,month-to-month,dsl,bank_transfer,plus,current
0,3.8,48.68,2,2,0,1.75,month-to-month,fiber,electronic_check,premium,past
0,2.8,86.21,2,0,0,1.07,month-to-month,dsl,electronic_check,premium,past
0,15.1,68.54,1,2,2,2.39,month-to-month,none,bank_transfer,basic,never
0,32.8,18.85,2,2,1,5.14,month-to-month,fiber,electronic_check,plus,current
0,20.2,56.49,2,5,0,3.23,two-year,dsl,electronic_check,basic,past
0,6.6,90.49,2,0,0,3.39,month-to-month,fiber,credit_card,plus,past
0,2.3,40.69,3,3,0,1.44,month-to-month,fiber,electronic_check,basic,never
0,5.6,108.3,1,2,1,1.87,month-to-month,none,bank_transfer,premium,past
0,11.0,60.85,2,0,1,2.02,month-to-month,fiber,bank_transfer,plus,never
1,39.2,71.52,3,1,0,1.62,month-to-month,fiber,electronic_check,basic,past
1,69.0,59.62,2,3,0,2.94,month-to-month,fiber,electronic_check,basic,past
1,23.0,60.7,3,2,0,0.81,month-to-month,fiber,bank_transfer,basic,current
1,6.3,68.51,3,3,0,3.5,month-to-month,dsl,electronic_check,basic,never
0,7.3,70.45,3,3,0,2.23,month-to-month,dsl,electronic_check,basic,past
0,21.0,68.32,3,1,0,3.28,month-to-month,fiber,credit_card,plus,never
0,12.8,59.33,3,2,0,3.04,one-year,dsl,bank_transfer,basic,past
1,17.1,72.83,1,1,1,1.31,month-to-month,none,electronic_check,basic,current
0,6.0,75.43,3,3,0,0.0,month-to-month,dsl,bank_transfer,basic,never
0,11.5,85.09,0,1,0,0.69,month-to-month,none,bank_transfer,plus,never
0,7.0,92.64,2,2,0,2.07,month-to-month,dsl,electronic_check,plus,never
0,1.1,67.48,2,1,0,2.77,month-to-month,fiber,electronic_check,plus,past
0,2.2,35.6,1,1,0,0.4,month-to-month,dsl,credit_card,basic,current
0,10.6,50.08,2,5,1,1.51,one-year,dsl,credit_card,basic,past
1,18.2,74.61,2,2,0,3.3,month-to-month,dsl,credit_card,basic,never
0,28.0,88.43,2,3,0,2.63,two-year,dsl,credit_card,plus,current
0,23.8,51.78,3,0,1,1.48,month-to-month,fiber,electronic_check,plus,current
0,2.6,71.78,1,2,1,3.14,month-to-month,none,credit_card,basic,never
0,2.3,75.07,3,3,0,0.0,one-year,dsl,electronic_check,basic,never
0,0.4,115.12,1,2,1,0.11,one-year,dsl,credit_card,plus,never
0,3.1,87.25,4,2,0,2.17,two-year,fiber,electronic_check,basic,current
0,18.3,96.9,2,3,1,2.51,month-to-month,fiber,electronic_check,basic,past
0,16.9,77.32,1,2,1,0.94,one-year,dsl,electronic_check,basic,never
0,19.2,79.67,2,3,1,3.09,two-year,fiber,electronic_check,plus,current
1,17.4,121.33,2,2,1,3.47,month-to-month,fiber,electronic_check,premium,never
1,10.9,62.98,3,2,1,1.34,month-to-month,fiber,electronic_check,basic,past
0,6.4,93.48,1,1,1,3.09,month-to-month,fiber,bank_transfer,basic,past
0,25.1,58.27,2,2,1,1.46,month-to-month,dsl,electronic_check,basic,past
0,7.6,23.24,1,3,0,1.36,two-year,fiber,electronic_check,plus,never
0,4.6,43.2,0,2,1,1.86,one-year,none,electronic_check,plus,past
0,72.0,29.65,1,3,0,0.34,two-year,dsl,bank_transfer,basic,never
0,2.2,52.48,2,1,1,1.01,month-to-month,fiber,electronic_check,basic,never
0,10.7,81.89,2,2,0,3.21,month-to-month,dsl,electronic_check,basic,never
0,4.0,55.62,3,3,1,3.78,month-to-month,fiber,bank_transfer,basic,past
0,3.2,84.05,3,2,1,1.7,month-to-month,fiber,electronic_check,plus,past
1,70.1,83.77,3,5,0,2.11,one-year,fiber,electronic_check,premium,never
0,1.8,118.27,2,2,0,1.08,two-year,fiber,bank_transfer,basic,current
0,1.0,43.16,2,1,1,1.71,month-to-month,fiber,electronic_check,premium,current
0,3.9,58.66,2,2,3,0.81,month-to-month,none,electronic_check,basic,never
0,7.7,53.84,0,4,1,0.63,month-to-month,none,electronic_check,basic,never
0,55.8,25.92,3,2,0,1.97,month-to-month,fiber,credit_card,plus,current
1,13.5,101.5,1,2,0,2.12,one-year,fiber,electronic_check,basic,never
0,0.6,43.75,1,2,0,1.09,month-to-month,fiber,electronic_check,premium,never
0,72.0,49.62,1,3,0,1.49,month-to-month,fiber,bank_transfer,basic,never
0,5.1,74.37,1,3,0,0.74,month-to-month,none,electronic_check,basic,past
0,13.3,97.43,2,2,0,4.56,one-year,fiber,bank_transfer,plus,past
1,11.0,66.29,3,1,2,3.55,month-to-month,fiber,electronic_check,basic,past
0,3.8,106.11,1,3,1,2.34,month-to-month,none,bank_transfer,premium,current
0,8.4,98.15,2,3,0,0.0,month-to-month,dsl,bank_transfer,basic,never
1,2.0,47.01,2,4,1,3.06,month-to-month,fiber,bank_transfer,basic,past
0,8.3,71.08,2,2,0,1.54,month-to-month,dsl,electronic_check,plus,never
0,14.8,68.48,3,4,0,0.6,one-year,fiber,credit_card,basic,current
0,10.8,83.71,4,1,2,1.71,one-year,fiber,credit_card,plus,current
1,24.0,70.63,3,2,0,2.74,month-to-month,dsl,electronic_check,plus,past
0,46.2,39.99,1,2,1,3.43,month-to-month,dsl,electronic_check,basic,never
0,5.0,80.66,1,3,1,3.93,one-year,fiber,electronic_check,basic,past
0,7.9,94.91,2,2,0,2.64,two-year,fiber,electronic_check,plus,past
0,58.9,71.38,3,2,0,2.23,month-to-month,fiber,credit_card,basic,past
1,47.0,38.42,2,4,0,1.96,one-year,fiber,electronic_check,basic,past
0,27.3,74.35,3,3,0,2.77,month-to-month,fiber,bank_transfer,basic,never
1,8.0,82.6,1,3,0,2.23,one-year,dsl,electronic_check,basic,never
0,9.8,66.36,3,3,0,0.0,month-to-month,dsl,electronic_check,basic,never
0,68.2,59.2,2,2,1,3.59,two-year,fiber,credit_card,basic,past
0,26.3,90.85,1,0,2,0.0,one-year,none,electronic_check,plus,never
0,0.1,66.48,3,1,0,3.7,month-to-month,fiber,bank_transfer,premium,past
0,11.9,83.22,1,3,1,0.92,one-year,dsl,credit_card,basic,never
0,7.6,74.64,1,0,0,3.66,month-to-month,fiber,bank_transfer,plus,never
0,3.9,34.72,1,3,2,5.63,one-year,dsl,electronic_check,basic,past
0,13.1,31.82,2,4,1,3.39,month-to-month,fiber,electronic_check,premium,past
0,15.9,26.53,3,3,0,2.87,month-to-month,fiber,electronic_check,premium,current
0,9.3,67.86,2,1,1,1.58,one-year,fiber,electronic_check,plus,never
0,6.7,33.51,0,2,1,1.38,month-to-month,none,credit_card,basic,never
0,6.5,68.28,3,2,2,2.58,one-year,fiber,electronic_check,basic,past
0,72.0,86.69,1,1,2,0.38,one-year,dsl,credit_card,basic,never
0,4.8,65.82,1,3,1,1.58,one-year,dsl,electronic_check,plus,past
0,2.8,37.42,2,1,1,3.41,two-year,fiber,bank_transfer,premium,past
0,35.1,56.75,1,0,0,3.21,month-to-month,dsl,electronic_check,premium,past
0,60.0,63.57,2,1,0,4.94,month-to-month,fiber,electronic_check,plus,past
0,72.0,59.65,2,4,1,3.95,month-to-month,dsl,credit_card,basic,past
0,30.4,75.09,3,0,1,3.71,month-to-month,fiber,bank_transfer,plus,never
0,15.5,58.81,1,1,0,1.15,month-to-month,none,bank_transfer,basic,never
1,7.5,110.58,3,3,1,2.14,one-year,fiber,electronic_check,basic,past
0,29.4,96.46,2,0,2,3.97,month-to-month,fiber,credit_card,plus,never
1,27.7,82.82,2,4,0,2.36,month-to-month,fiber,bank_transfer,basic,current
0,16.1,111.92,1,1,1,2.55,two-year,dsl,credit_card,plus,current
0,8.6,28.14,1,1,1,2.18,one-year,fiber,electronic_check,plus,never
0,9.4,67.07,1,4,0,0.94,month-to-month,none,electronic_check,basic,current
0,8.9,48.63,2,2,2,0.0,month-to-month,dsl,electronic_check,basic,past
0,7.2,58.6,2,1,0,2.6,one-year,fiber,credit_card,plus,never
0,30.8,35.46,2,0,0,1.65,month-to-month,dsl,credit_card,plus,past
0,19.3,89.73,1,3,0,1.67,month-to-month,none,credit_card,basic,past
0,69.3,60.21,4,0,0,0.85,month-to-month,dsl,electronic_check,plus,past
0,5.8,60.39,2,4,0,1.91,two-year,fiber,bank_transfer,plus,never
1,27.5,111.84,1,3,0,3.5,month-to-month,dsl,credit_card,basic,past
0,3.5,87.24,2,0,0,0.6,two-year,fiber,credit_card,plus,past
0,1.6,66.35,2,1,0,1.35,month-to-month,none,electronic_check,basic,never
0,13.6,63.52,1,3,1,1.65,month-to-month,none,electronic_check,basic,current
0,8.2,67.09,1,1,0,0.6,one-year,fiber,electronic_check,plus,never
